screen_time,sleep_hours,stress_level,wellness_index,sleep_quality,fatigue_score,digital_balance,screen_time_category,physical_activity,caffeine_intake,work_hours,mood
5.9,0.8285714285714285,0.4444444444444445,1.0,Poor,2.372063492063493,0.12008281573498963,Moderate,2,2,12,Relaxed
7.1,0.9999999999999998,0.2222222222222222,1.0,Poor,2.728888888888889,0.12345679012345677,Moderate,3,0,5,Relaxed
8.3,0.18571428571428567,0.8888888888888888,0.625,Poor,3.638412698412699,0.019969278033794155,High,3,1,10,Normal
6.6,0.6142857142857141,0.6666666666666665,1.0,Poor,2.783809523809524,0.08082706766917291,Moderate,4,1,11,Relaxed
4.7,0.7142857142857142,0.4444444444444445,1.0,Poor,1.9149206349206351,0.12531328320802004,Moderate,1,2,10,Relaxed
4.5,0.5857142857142856,0.5555555555555556,0.875,Poor,1.905079365079365,0.10649350649350647,Moderate,4,1,6,Relaxed
5.3,0.7142857142857142,0.3333333333333333,1.0,Poor,2.1104761904761906,0.11337868480725623,Moderate,3,3,6,Relaxed
6.0,0.8285714285714285,0.4444444444444445,1.0,Poor,2.412063492063493,0.1183673469387755,Moderate,0,1,6,Relaxed
5.4,0.8428571428571427,0.3333333333333333,1.0,Poor,2.124761904761905,0.13169642857142855,Moderate,0,3,7,Relaxed
5.8,0.5714285714285714,0.7777777777777777,0.875,Poor,2.516825396825397,0.08403361344537814,Moderate,0,2,12,Relaxed
8.7,0.42857142857142855,0.6666666666666665,0.75,Poor,3.6609523809523807,0.044182621502209134,High,3,0,6,Normal
3.5,0.3428571428571429,0.5555555555555556,0.625,Poor,1.553650793650794,0.0761904761904762,Low,0,1,9,Relaxed
7.4,0.8714285714285712,0.4444444444444445,1.0,Poor,2.9634920634920636,0.10374149659863943,Moderate,0,1,6,Relaxed
3.2,0.7285714285714284,0.3333333333333333,1.0,Poor,1.2676190476190479,0.173469387755102,Low,1,0,5,Relaxed
5.6,0.5999999999999999,0.3333333333333333,1.0,Poor,2.253333333333333,0.0909090909090909,Moderate,2,2,4,Relaxed
4.9,0.4857142857142857,0.4444444444444445,0.875,Poor,2.040634920634921,0.08232445520581114,Moderate,3,3,4,Relaxed
2.9,0.7857142857142856,0.3333333333333333,1.0,Poor,1.136190476190476,0.20146520146520144,Low,3,2,5,Relaxed
4.1,0.5714285714285714,0.3333333333333333,1.0,Poor,1.6590476190476189,0.11204481792717087,Moderate,3,1,11,Relaxed
10.3,0.22857142857142848,0.8888888888888888,0.5,Poor,4.42984126984127,0.02022756005056889,High,3,0,6,Normal
5.7,0.5142857142857142,0.6666666666666665,1.0,Poor,2.443809523809524,0.07675906183368869,Moderate,2,2,5,Relaxed
1.0,0.42857142857142855,0.4444444444444445,1.0,Poor,0.4920634920634921,0.21428571428571427,Low,3,3,10,Relaxed
6.0,0.49999999999999994,0.5555555555555556,0.875,Poor,2.5222222222222226,0.07142857142857142,Moderate,4,3,5,Relaxed
7.9,0.47142857142857136,0.5555555555555556,0.625,Poor,3.287936507936508,0.05296950240770464,Moderate,0,1,5,Normal
6.9,0.5857142857142856,0.6666666666666665,0.625,Poor,2.90952380952381,0.07414104882459312,Moderate,3,2,10,Relaxed
3.5,0.35714285714285715,0.7777777777777777,0.875,Poor,1.6396825396825399,0.07936507936507936,Low,3,2,6,Relaxed
1.0,0.8857142857142855,0.1111111111111111,1.0,Poor,0.2673015873015874,0.4428571428571427,Low,3,2,7,Relaxed
5.3,0.3714285714285714,0.5555555555555556,1.0,Poor,2.267936507936508,0.058956916099773236,Moderate,4,2,7,Relaxed
5.9,0.3714285714285714,1.0,0.75,Poor,2.685714285714286,0.05383022774327121,Moderate,4,0,12,Relaxed
3.2,0.3428571428571429,0.8888888888888888,1.0,Poor,1.5669841269841274,0.0816326530612245,Low,1,1,9,Relaxed
4.6,0.7999999999999998,0.2222222222222222,1.0,Poor,1.7688888888888887,0.14285714285714282,Moderate,1,0,6,Relaxed
3.0,0.5999999999999999,0.2222222222222222,1.0,Poor,1.168888888888889,0.14999999999999997,Low,0,1,12,Relaxed
10.9,0.2999999999999999,1.0,0.625,Poor,4.700000000000001,0.025210084033613436,High,4,3,12,Normal
6.2,0.7,0.4444444444444445,0.875,Poor,2.5177777777777783,0.09722222222222221,Moderate,4,1,11,Relaxed
4.1,0.8999999999999999,0.2222222222222222,1.0,Poor,1.5488888888888888,0.1764705882352941,Moderate,3,0,9,Relaxed
5.3,0.0,0.8888888888888888,0.375,Poor,2.4755555555555557,0.0,Moderate,1,1,9,Relaxed
6.3,0.47142857142857136,0.6666666666666665,0.75,Poor,2.6923809523809523,0.06457925636007827,Moderate,4,1,5,Relaxed
4.1,0.32857142857142857,0.7777777777777777,0.875,Poor,1.8853968253968254,0.06442577030812326,Moderate,3,0,9,Relaxed
6.3,0.2999999999999999,0.8888888888888888,0.625,Poor,2.8155555555555556,0.04109589041095889,Moderate,3,1,11,Relaxed
7.4,0.857142857142857,0.3333333333333333,1.0,Poor,2.9219047619047624,0.10204081632653059,Moderate,1,2,8,Relaxed
6.9,0.5999999999999999,0.6666666666666665,0.75,Poor,2.9066666666666667,0.07594936708860757,Moderate,0,1,9,Relaxed
7.0,0.7285714285714284,0.3333333333333333,1.0,Poor,2.7876190476190477,0.09107142857142855,Moderate,1,2,4,Relaxed
6.7,0.657142857142857,0.7777777777777777,1.0,Poor,2.8596825396825403,0.08534322820037105,Moderate,1,3,8,Relaxed
1.1,0.49999999999999994,0.3333333333333333,1.0,Poor,0.4733333333333334,0.23809523809523805,Low,4,1,4,Relaxed
7.6,0.42857142857142855,0.8888888888888888,0.875,Poor,3.30984126984127,0.04983388704318937,Moderate,0,2,5,Normal
6.7,0.5571428571428572,0.4444444444444445,1.0,Poor,2.7463492063492065,0.07235621521335807,Moderate,0,2,12,Relaxed
5.3,0.10000000000000003,1.0,0.625,Poor,2.5,0.01587301587301588,Moderate,1,2,4,Relaxed
3.2,0.38571428571428573,0.5555555555555556,1.0,Poor,1.4250793650793654,0.09183673469387756,Low,1,3,5,Relaxed
4.4,0.3428571428571429,0.5555555555555556,0.625,Poor,1.913650793650794,0.0634920634920635,Moderate,3,3,9,Relaxed
7.9,0.657142857142857,0.7777777777777777,0.875,Poor,3.33968253968254,0.07383627608346707,Moderate,1,1,5,Normal
5.8,0.6142857142857141,0.4444444444444445,1.0,Poor,2.3749206349206347,0.09033613445378148,Moderate,0,2,9,Relaxed
4.8,0.35714285714285715,0.6666666666666665,0.875,Poor,2.115238095238095,0.06157635467980296,Moderate,3,1,11,Relaxed
6.1,0.7285714285714284,0.3333333333333333,1.0,Poor,2.4276190476190473,0.10261569416498992,Moderate,4,1,5,Relaxed
6.4,0.3428571428571429,1.0,0.625,Poor,2.891428571428572,0.04633204633204634,Moderate,0,2,8,Relaxed
5.4,0.8142857142857141,0.3333333333333333,1.0,Poor,2.1304761904761906,0.12723214285714282,Moderate,1,3,5,Relaxed
6.4,0.11428571428571427,0.6666666666666665,0.625,Poor,2.8038095238095244,0.015444015444015441,Moderate,2,0,5,Relaxed
8.1,0.7142857142857142,0.5555555555555556,0.875,Poor,3.3193650793650797,0.07849293563579277,High,1,3,9,Normal
6.2,0.2999999999999999,0.7777777777777777,0.75,Poor,2.7311111111111113,0.04166666666666665,Moderate,2,0,7,Relaxed
6.3,0.9714285714285715,0.2222222222222222,1.0,Poor,2.4146031746031746,0.1330724070450098,Moderate,2,3,9,Relaxed
6.3,0.6714285714285713,0.6666666666666665,0.875,Poor,2.6523809523809523,0.09197651663405086,Moderate,3,3,5,Relaxed
8.6,0.6285714285714286,0.7777777777777777,0.75,Poor,3.6253968253968254,0.06547619047619048,High,1,2,9,Normal
8.1,0.5428571428571427,0.7777777777777777,0.875,Poor,3.4425396825396826,0.0596546310832025,High,3,1,7,Normal
6.2,0.5142857142857142,0.6666666666666665,0.875,Poor,2.6438095238095243,0.07142857142857142,Moderate,4,2,11,Relaxed
7.6,0.6428571428571428,0.4444444444444445,1.0,Poor,3.0892063492063495,0.07475083056478404,Moderate,2,1,11,Normal
7.4,0.7999999999999998,0.5555555555555556,1.0,Poor,3.0222222222222226,0.09523809523809522,Moderate,2,3,7,Normal
5.8,0.6714285714285713,0.5555555555555556,1.0,Poor,2.407936507936508,0.09873949579831931,Moderate,4,3,4,Relaxed
5.7,0.5999999999999999,0.5555555555555556,1.0,Poor,2.3822222222222225,0.08955223880597013,Moderate,2,0,10,Relaxed
3.2,0.8428571428571427,0.1111111111111111,1.0,Poor,1.1558730158730162,0.2006802721088435,Low,4,3,11,Relaxed
3.1,0.5999999999999999,0.4444444444444445,0.875,Poor,1.2977777777777781,0.14634146341463414,Low,3,0,8,Relaxed
7.7,0.28571428571428564,1.0,0.75,Poor,3.422857142857143,0.032840722495894904,Moderate,3,2,11,Normal
9.8,0.8142857142857141,0.5555555555555556,1.0,Poor,3.9793650793650794,0.07539682539682536,High,1,0,5,Normal
6.8,0.24285714285714283,1.0,0.375,Poor,3.0714285714285716,0.031135531135531132,Moderate,0,2,5,Normal
5.6,0.38571428571428573,0.7777777777777777,0.75,Poor,2.473968253968254,0.05844155844155845,Moderate,4,0,11,Relaxed
6.3,0.5428571428571427,0.7777777777777777,0.875,Poor,2.722539682539683,0.07436399217221133,Moderate,4,3,11,Relaxed
6.2,0.9142857142857141,0.4444444444444445,1.0,Poor,2.4749206349206356,0.12698412698412695,Moderate,2,2,12,Relaxed
3.2,0.6142857142857141,0.4444444444444445,1.0,Poor,1.3349206349206353,0.14625850340136048,Low,4,0,11,Relaxed
7.3,0.2,0.8888888888888888,0.75,Poor,3.2355555555555555,0.024096385542168672,Moderate,2,2,5,Normal
6.7,0.6285714285714286,0.4444444444444445,0.875,Poor,2.732063492063492,0.08163265306122448,Moderate,0,2,5,Relaxed
2.3,0.35714285714285715,0.5555555555555556,1.0,Poor,1.0707936507936509,0.10822510822510824,Low,3,0,5,Relaxed
6.9,0.6714285714285713,0.5555555555555556,1.0,Poor,2.847936507936508,0.0849909584086799,Moderate,3,1,7,Relaxed
7.2,0.5571428571428572,0.6666666666666665,0.75,Poor,3.0352380952380953,0.06794425087108015,Moderate,2,1,6,Normal
3.1,0.3428571428571429,0.4444444444444445,0.75,Poor,1.3492063492063495,0.08362369337979096,Low,4,1,12,Relaxed
7.7,0.5571428571428572,0.5555555555555556,1.0,Poor,3.190793650793651,0.06403940886699508,Moderate,1,3,6,Normal
5.2,0.5142857142857142,0.7777777777777777,0.875,Poor,2.288253968253968,0.08294930875576036,Moderate,4,1,11,Relaxed
7.6,0.7857142857142856,0.6666666666666665,1.0,Poor,3.1495238095238096,0.09136212624584716,Moderate,3,3,5,Normal
5.6,0.17142857142857143,0.8888888888888888,0.5,Poor,2.561269841269841,0.025974025974025976,Moderate,1,3,11,Relaxed
9.5,0.5142857142857142,0.8888888888888888,0.625,Poor,4.052698412698413,0.04897959183673469,High,1,1,12,Normal
5.6,0.32857142857142857,0.7777777777777777,0.5,Poor,2.4853968253968253,0.049783549783549784,Moderate,3,3,5,Relaxed
6.7,0.6857142857142855,0.4444444444444445,1.0,Poor,2.7206349206349207,0.0890538033395176,Moderate,0,2,11,Relaxed
1.8,0.31428571428571433,0.3333333333333333,1.0,Poor,0.7904761904761906,0.1122448979591837,Low,2,1,11,Relaxed
4.1,0.8714285714285712,0.1111111111111111,1.0,Poor,1.51015873015873,0.17086834733893555,Moderate,4,0,8,Relaxed
7.2,0.4142857142857143,0.6666666666666665,0.625,Poor,3.063809523809524,0.0505226480836237,Moderate,2,0,5,Normal
8.1,0.38571428571428573,0.8888888888888888,0.625,Poor,3.518412698412699,0.04238618524332811,High,0,1,6,Normal
2.5,0.657142857142857,0.5555555555555556,1.0,Poor,1.0907936507936509,0.1877551020408163,Low,1,0,9,Relaxed
5.4,0.5428571428571427,0.5555555555555556,0.875,Poor,2.273650793650794,0.08482142857142855,Moderate,4,3,7,Relaxed
8.8,0.5714285714285714,0.7777777777777777,0.875,Poor,3.716825396825397,0.058309037900874626,High,4,3,6,Normal
5.5,0.4142857142857143,0.3333333333333333,0.75,Poor,2.2504761904761907,0.06373626373626375,Moderate,0,2,6,Relaxed
4.8,0.7857142857142856,0.5555555555555556,1.0,Poor,1.9850793650793652,0.13546798029556648,Moderate,4,3,12,Relaxed
2.9,0.8428571428571427,0.1111111111111111,1.0,Poor,1.0358730158730158,0.2161172161172161,Low,4,1,10,Relaxed
5.6,0.47142857142857136,0.6666666666666665,1.0,Poor,2.412380952380952,0.07142857142857142,Moderate,2,0,12,Relaxed
8.0,0.8285714285714285,0.5555555555555556,1.0,Poor,3.256507936507937,0.09206349206349206,High,2,3,5,Normal
7.2,0.5714285714285714,0.6666666666666665,0.75,Poor,3.0323809523809526,0.06968641114982578,Moderate,1,0,9,Normal
6.7,0.5285714285714285,0.8888888888888888,0.875,Poor,2.92984126984127,0.06864564007421149,Moderate,0,0,5,Relaxed
8.9,0.6428571428571428,0.6666666666666665,0.75,Poor,3.6980952380952385,0.06493506493506493,High,4,0,12,Normal
7.6,0.5714285714285714,0.5555555555555556,0.75,Poor,3.147936507936508,0.0664451827242525,Moderate,1,3,4,Normal
5.8,0.6285714285714286,0.3333333333333333,0.75,Poor,2.3276190476190473,0.09243697478991597,Moderate,3,3,6,Relaxed
6.1,0.5428571428571427,0.6666666666666665,0.875,Poor,2.598095238095238,0.07645875251509053,Moderate,2,2,6,Relaxed
4.0,0.42857142857142855,0.6666666666666665,1.0,Poor,1.780952380952381,0.08571428571428572,Moderate,2,0,8,Relaxed
4.8,0.49999999999999994,0.5555555555555556,1.0,Poor,2.042222222222222,0.08620689655172413,Moderate,0,1,4,Relaxed
2.2,0.2714285714285715,0.4444444444444445,0.75,Poor,1.0034920634920637,0.08482142857142859,Low,0,0,5,Relaxed
8.1,0.17142857142857143,1.0,0.5,Poor,3.605714285714286,0.01883830455259027,High,4,2,12,Normal
9.7,0.5142857142857142,1.0,0.625,Poor,4.177142857142857,0.04806408544726302,High,3,1,5,Normal
9.9,0.857142857142857,0.6666666666666665,1.0,Poor,4.055238095238095,0.07863695937090431,High,1,3,11,Normal
5.6,0.5999999999999999,0.5555555555555556,1.0,Poor,2.342222222222222,0.0909090909090909,Moderate,2,2,5,Relaxed
5.5,0.3428571428571429,0.6666666666666665,0.875,Poor,2.3980952380952383,0.052747252747252754,Moderate,1,1,6,Relaxed
6.4,0.3714285714285714,0.7777777777777777,0.875,Poor,2.796825396825397,0.05019305019305018,Moderate,0,0,4,Relaxed
7.6,0.7285714285714284,0.4444444444444445,0.875,Poor,3.072063492063492,0.08471760797342191,Moderate,2,3,11,Normal
3.0,0.9999999999999998,0.0,1.0,Poor,1.0000000000000002,0.24999999999999994,Low,2,2,9,Relaxed
2.9,0.42857142857142855,0.4444444444444445,0.875,Poor,1.252063492063492,0.10989010989010989,Low,3,1,11,Relaxed
5.1,0.7999999999999998,0.3333333333333333,1.0,Poor,2.013333333333333,0.13114754098360654,Moderate,0,1,7,Relaxed
4.9,0.5142857142857142,0.4444444444444445,1.0,Poor,2.0349206349206352,0.08716707021791766,Moderate,0,3,11,Relaxed
8.0,0.42857142857142855,0.8888888888888888,0.75,Poor,3.46984126984127,0.047619047619047616,High,0,2,8,Normal
4.0,0.47142857142857136,0.5555555555555556,1.0,Poor,1.727936507936508,0.09428571428571428,Moderate,3,3,12,Relaxed
3.3,0.5999999999999999,0.3333333333333333,1.0,Poor,1.3333333333333335,0.1395348837209302,Low,4,1,7,Relaxed
5.2,0.3714285714285714,0.8888888888888888,0.75,Poor,2.3612698412698414,0.05990783410138248,Moderate,3,1,4,Relaxed
6.2,0.0,0.7777777777777777,0.5,Poor,2.7911111111111113,0.0,Moderate,0,2,5,Relaxed
4.6,0.32857142857142857,0.5555555555555556,0.875,Poor,1.9965079365079366,0.058673469387755105,Moderate,1,2,5,Relaxed
6.8,0.4142857142857143,0.6666666666666665,0.875,Poor,2.903809523809524,0.05311355311355312,Moderate,1,2,12,Relaxed
3.3,0.35714285714285715,0.3333333333333333,0.875,Poor,1.381904761904762,0.08305647840531562,Low,1,0,11,Relaxed
2.0,0.657142857142857,0.3333333333333333,1.0,Poor,0.8019047619047619,0.21904761904761902,Low,3,1,10,Relaxed
7.1,0.5142857142857142,0.6666666666666665,0.875,Poor,3.0038095238095237,0.06349206349206349,Moderate,2,0,9,Normal
5.3,0.47142857142857136,0.5555555555555556,0.875,Poor,2.247936507936508,0.0748299319727891,Moderate,3,0,12,Relaxed
3.0,0.9428571428571426,0.0,1.0,Poor,1.0114285714285716,0.23571428571428565,Low,4,0,10,Relaxed
3.5,0.7857142857142856,0.1111111111111111,1.0,Poor,1.2873015873015876,0.17460317460317457,Low,3,1,9,Relaxed
3.5,0.7571428571428571,0.2222222222222222,1.0,Poor,1.3374603174603175,0.16825396825396824,Low,0,3,5,Relaxed
6.3,0.49999999999999994,0.6666666666666665,0.75,Poor,2.6866666666666665,0.0684931506849315,Moderate,3,3,5,Relaxed
7.3,0.24285714285714283,1.0,0.5,Poor,3.2714285714285714,0.029259896729776243,Moderate,1,1,7,Normal
3.8,0.22857142857142848,0.6666666666666665,0.75,Poor,1.740952380952381,0.0476190476190476,Low,3,3,4,Relaxed
7.1,0.5428571428571427,0.5555555555555556,0.875,Poor,2.9536507936507936,0.06701940035273367,Moderate,2,1,8,Relaxed
3.0,0.7999999999999998,0.2222222222222222,1.0,Poor,1.128888888888889,0.19999999999999996,Low,3,1,4,Relaxed
4.8,0.9714285714285715,0.2222222222222222,1.0,Poor,1.8146031746031746,0.16748768472906406,Moderate,1,1,10,Relaxed
5.8,0.657142857142857,0.6666666666666665,1.0,Poor,2.455238095238095,0.09663865546218486,Moderate,3,2,11,Relaxed
7.6,0.7,0.5555555555555556,0.875,Poor,3.1222222222222222,0.0813953488372093,Moderate,1,3,6,Normal
6.0,0.5571428571428572,0.3333333333333333,1.0,Poor,2.421904761904762,0.07959183673469387,Moderate,4,3,5,Relaxed
7.7,0.657142857142857,0.5555555555555556,0.75,Poor,3.170793650793651,0.07553366174055828,Moderate,1,0,4,Normal
9.6,0.5142857142857142,0.8888888888888888,0.75,Poor,4.092698412698412,0.04851752021563342,High,0,0,9,Normal
8.0,0.7428571428571427,0.4444444444444445,1.0,Poor,3.2292063492063496,0.08253968253968252,High,0,3,4,Normal
6.5,0.7714285714285714,0.5555555555555556,1.0,Poor,2.667936507936508,0.10285714285714284,Moderate,3,3,10,Relaxed
4.4,0.5571428571428572,0.2222222222222222,1.0,Poor,1.7374603174603176,0.10317460317460317,Moderate,1,0,5,Relaxed
4.5,0.25714285714285706,0.5555555555555556,1.0,Poor,1.9707936507936508,0.04675324675324674,Moderate,4,3,10,Relaxed
8.0,0.5142857142857142,0.7777777777777777,0.75,Poor,3.4082539682539683,0.057142857142857134,High,2,3,11,Normal
5.5,0.2999999999999999,1.0,0.5,Poor,2.54,0.046153846153846136,Moderate,0,1,6,Relaxed
3.2,0.8857142857142855,0.1111111111111111,1.0,Poor,1.1473015873015877,0.21088435374149653,Low,3,1,12,Relaxed
4.3,0.4142857142857143,0.5555555555555556,1.0,Poor,1.8593650793650793,0.07816711590296496,Moderate,1,3,12,Relaxed
1.0,0.5857142857142856,0.1111111111111111,1.0,Poor,0.3273015873015873,0.2928571428571428,Low,3,0,6,Relaxed
6.8,0.8428571428571427,0.3333333333333333,1.0,Poor,2.684761904761905,0.10805860805860805,Moderate,3,2,11,Relaxed
4.3,0.5714285714285714,0.5555555555555556,0.875,Poor,1.827936507936508,0.10781671159029649,Moderate,2,2,7,Relaxed
1.5,0.8428571428571427,0.1111111111111111,1.0,Poor,0.4758730158730159,0.3371428571428571,Low,0,3,6,Relaxed
5.8,0.6857142857142855,0.3333333333333333,1.0,Poor,2.316190476190476,0.10084033613445376,Moderate,1,2,7,Relaxed
6.1,0.6285714285714286,0.3333333333333333,1.0,Poor,2.4476190476190474,0.08853118712273642,Moderate,4,2,12,Relaxed
4.4,0.45714285714285713,0.4444444444444445,0.875,Poor,1.8463492063492066,0.08465608465608465,Moderate,3,1,12,Relaxed
4.6,0.4857142857142857,0.4444444444444445,1.0,Poor,1.9206349206349207,0.08673469387755102,Moderate,4,3,11,Relaxed
8.3,0.5142857142857142,0.7777777777777777,1.0,Poor,3.5282539682539684,0.0552995391705069,High,2,0,5,Normal
6.2,0.8714285714285712,0.2222222222222222,0.875,Poor,2.394603174603175,0.121031746031746,Moderate,4,1,11,Relaxed
2.1,0.7428571428571427,0.1111111111111111,1.0,Poor,0.7358730158730159,0.2396313364055299,Low,1,1,5,Relaxed
5.5,0.6428571428571428,0.5555555555555556,1.0,Poor,2.293650793650794,0.0989010989010989,Moderate,3,0,12,Relaxed
5.4,0.5428571428571427,0.5555555555555556,1.0,Poor,2.273650793650794,0.08482142857142855,Moderate,3,0,6,Relaxed
2.4,0.6857142857142855,0.2222222222222222,1.0,Poor,0.9117460317460316,0.2016806722689075,Low,0,2,4,Relaxed
4.8,0.5428571428571427,0.5555555555555556,1.0,Poor,2.0336507936507937,0.09359605911330048,Moderate,0,1,4,Relaxed
1.8,0.4142857142857143,0.7777777777777777,0.75,Poor,0.9482539682539682,0.1479591836734694,Low,4,1,10,Relaxed
2.5,0.7857142857142856,0.0,1.0,Poor,0.8428571428571429,0.22448979591836732,Low,0,2,4,Relaxed
1.8,0.39999999999999997,0.5555555555555556,1.0,Poor,0.8622222222222223,0.14285714285714285,Low,0,3,5,Relaxed
3.8,0.49999999999999994,0.5555555555555556,1.0,Poor,1.6422222222222222,0.10416666666666666,Low,2,2,10,Relaxed
9.0,0.01428571428571429,1.0,0.5,Poor,3.9971428571428573,0.001428571428571429,High,4,0,8,Normal
7.0,0.7428571428571427,0.6666666666666665,1.0,Poor,2.9180952380952383,0.09285714285714283,Moderate,3,0,5,Relaxed
7.0,0.9999999999999998,0.5555555555555556,1.0,Poor,2.822222222222223,0.12499999999999997,Moderate,1,3,4,Relaxed
5.2,0.6714285714285713,0.5555555555555556,0.625,Poor,2.167936507936508,0.10829493087557601,Moderate,1,3,12,Relaxed
5.4,0.8857142857142855,0.4444444444444445,1.0,Poor,2.160634920634921,0.1383928571428571,Moderate,0,2,5,Relaxed
7.8,0.857142857142857,0.4444444444444445,1.0,Poor,3.126349206349207,0.09740259740259738,Moderate,1,2,12,Normal
6.7,0.7428571428571427,0.5555555555555556,1.0,Poor,2.753650793650794,0.09647495361781074,Moderate,4,3,11,Relaxed
8.0,0.657142857142857,0.3333333333333333,1.0,Poor,3.2019047619047623,0.073015873015873,High,1,1,5,Normal
3.8,0.49999999999999994,0.4444444444444445,1.0,Poor,1.5977777777777777,0.10416666666666666,Low,2,3,12,Relaxed
7.5,0.4142857142857143,0.6666666666666665,1.0,Poor,3.183809523809524,0.04873949579831933,Moderate,1,2,4,Normal
10.1,0.5428571428571427,0.8888888888888888,0.625,Poor,4.286984126984127,0.048906048906048896,High,2,3,11,Normal
5.0,0.2999999999999999,0.7777777777777777,0.875,Poor,2.251111111111111,0.04999999999999998,Moderate,1,0,4,Relaxed
7.2,0.5857142857142856,0.7777777777777777,1.0,Poor,3.0739682539682547,0.07142857142857142,Moderate,0,3,7,Normal
8.5,0.42857142857142855,0.7777777777777777,0.75,Poor,3.6253968253968254,0.045112781954887216,High,4,2,9,Normal
5.2,0.6857142857142855,0.3333333333333333,1.0,Poor,2.0761904761904764,0.11059907834101379,Moderate,3,1,9,Relaxed
2.5,0.5142857142857142,0.3333333333333333,1.0,Poor,1.0304761904761905,0.14693877551020407,Low,0,0,11,Relaxed
4.6,0.3714285714285714,0.5555555555555556,0.875,Poor,1.987936507936508,0.06632653061224489,Moderate,3,3,11,Relaxed
4.0,0.9999999999999998,0.1111111111111111,1.0,Poor,1.4444444444444446,0.19999999999999996,Moderate,2,2,4,Relaxed
1.0,0.7,0.2222222222222222,1.0,Poor,0.3488888888888889,0.35,Low,4,3,12,Relaxed
7.6,0.5999999999999999,0.5555555555555556,0.75,Poor,3.1422222222222222,0.0697674418604651,Moderate,2,0,6,Normal
4.3,0.5714285714285714,0.3333333333333333,1.0,Poor,1.739047619047619,0.10781671159029649,Moderate,2,1,10,Relaxed
6.5,0.5285714285714285,0.5555555555555556,0.875,Poor,2.7165079365079365,0.07047619047619046,Moderate,0,2,11,Relaxed
9.5,0.42857142857142855,0.8888888888888888,0.625,Poor,4.0698412698412705,0.04081632653061224,High,0,2,4,Normal
1.7,0.6428571428571428,0.3333333333333333,1.0,Poor,0.6847619047619048,0.23809523809523805,Low,2,0,9,Relaxed
5.7,0.31428571428571433,0.6666666666666665,0.625,Poor,2.483809523809524,0.04690831556503199,Moderate,3,1,5,Relaxed
6.7,0.4857142857142857,0.8888888888888888,0.75,Poor,2.938412698412699,0.06307977736549165,Moderate,3,3,9,Relaxed
4.9,0.657142857142857,0.4444444444444445,1.0,Poor,2.0063492063492068,0.11138014527845033,Moderate,2,0,12,Relaxed
5.9,0.3428571428571429,0.6666666666666665,0.625,Poor,2.5580952380952384,0.04968944099378882,Moderate,2,0,9,Relaxed
5.6,0.5428571428571427,0.5555555555555556,1.0,Poor,2.3536507936507935,0.08225108225108223,Moderate,1,2,5,Relaxed
2.8,0.5571428571428572,0.4444444444444445,1.0,Poor,1.1863492063492063,0.14661654135338348,Low,0,1,12,Relaxed
8.0,0.6142857142857141,0.5555555555555556,0.875,Poor,3.2993650793650797,0.06825396825396823,High,1,1,5,Normal
6.4,0.4428571428571428,0.6666666666666665,0.625,Poor,2.7380952380952386,0.05984555984555983,Moderate,1,2,7,Relaxed
4.9,0.8999999999999999,0.2222222222222222,1.0,Poor,1.868888888888889,0.15254237288135591,Moderate,0,2,10,Relaxed
4.1,0.5714285714285714,0.4444444444444445,1.0,Poor,1.7034920634920634,0.11204481792717087,Moderate,1,1,7,Relaxed
3.1,0.7,0.4444444444444445,1.0,Poor,1.2777777777777781,0.17073170731707318,Low,2,2,4,Relaxed
6.6,0.7571428571428571,0.4444444444444445,1.0,Poor,2.6663492063492065,0.09962406015037593,Moderate,4,2,4,Relaxed
6.7,0.7285714285714284,0.5555555555555556,1.0,Poor,2.756507936507937,0.09461966604823746,Moderate,2,2,12,Relaxed
7.2,0.4142857142857143,0.5555555555555556,0.875,Poor,3.01936507936508,0.0505226480836237,Moderate,3,2,8,Normal
9.4,0.5999999999999999,0.6666666666666665,0.75,Poor,3.906666666666667,0.057692307692307675,High,4,3,10,Normal
5.9,0.14285714285714285,0.7777777777777777,0.5,Poor,2.6425396825396827,0.020703933747412005,Moderate,4,3,9,Relaxed
5.7,0.4142857142857143,0.6666666666666665,0.625,Poor,2.463809523809524,0.061833688699360345,Moderate,4,1,6,Relaxed
4.2,0.5428571428571427,0.4444444444444445,1.0,Poor,1.7492063492063494,0.10439560439560436,Moderate,3,3,6,Relaxed
9.1,0.2999999999999999,1.0,0.5,Poor,3.98,0.02970297029702969,High,4,2,12,Normal
9.9,0.7857142857142856,0.6666666666666665,1.0,Poor,4.069523809523809,0.07208387942332894,High,1,3,10,Normal
2.1,0.4857142857142857,0.5555555555555556,1.0,Poor,0.9650793650793652,0.15668202764976957,Low,4,1,5,Relaxed
11.2,0.6714285714285713,0.8888888888888888,0.75,Poor,4.70126984126984,0.0550351288056206,High,2,1,10,Normal
1.3,0.5571428571428572,0.1111111111111111,1.0,Poor,0.453015873015873,0.24223602484472054,Low,1,2,8,Relaxed
4.3,0.17142857142857143,0.8888888888888888,0.625,Poor,2.041269841269841,0.03234501347708895,Moderate,2,3,10,Relaxed
7.0,0.8857142857142855,0.3333333333333333,1.0,Poor,2.7561904761904765,0.11071428571428568,Moderate,4,3,8,Relaxed
9.6,0.5999999999999999,0.7777777777777777,0.75,Poor,4.031111111111111,0.05660377358490565,High,4,0,5,Normal
